content,date,username,likes,retweets
"@PramilaJayapal Whenever I think of the future of the USA all I can imagine is an 8 year old American kid with a loaded AR-15 in one hand and a bud light in another, watching a drag show. 

That's about 30-40 years in future if y'all don't figure out what is appropriate and what's not.",2023-03-05 13:00:14+00:00,roflbaba,0,0
still cute but the bud light,2023-03-05 12:58:53+00:00,PTthaGod,1,0
"@uncensoredpromo Well, practically anywhere. Bud Light is in pretty much every place that sells alcoholic beverages",2023-03-05 12:58:07+00:00,Hercu1es_63,1,0
@uncensoredpromo At bud light company. She works for their marketing department,2023-03-05 12:51:43+00:00,dude35843519,0,0
"can I get a vodka, Redbull &amp; a bud light whaaaaaaaad",2023-03-05 12:44:26+00:00,ColeRadrick,8,0
Good day at the beach yesterday with #budlight sunshine ☀️ and a #Napoleon book by #davidchandler 🏝️. #generals #andnapoleon #beachday #florida https://t.co/CZnZMs9QU5,2023-03-05 12:35:55+00:00,AndNapoleon,42,0
@HeathLerr @glennwrites1 Bud light,2023-03-05 12:32:07+00:00,morpheus000__,4,0
"@vivianjule @trixiemattel Constantly at Dave and Busters, quoting the office, swilling down bud light.... You're right, mama",2023-03-05 12:29:04+00:00,SleepingCheugy,2,0
@SportingKC @budlight Get better,2023-03-05 12:07:28+00:00,BrunnenstadtBvb,1,0
i can’t respect it just bc she’s drinking bud light,2023-03-05 11:44:17+00:00,cadameee,0,0
@PintsDrank Bud Light,2023-03-05 11:44:00+00:00,marvinsinclai11,0,0
GM GM Fam. Let’s see all the people awake today in the space. Hit that comment button and lemme here them GM’s Fam. ❤️‍🔥 Remember to set your clocks for 1pM CST later today because we about ti light this space up. #Tezos BUD announced and Toke N’ Smoke LDA game announcement. LFG 👀 https://t.co/umYRf1x7Ab,2023-03-05 11:39:41+00:00,LittleDankAlien,11,5
@SportingKC @budlight You got the score wrong that was a 1-0 loss,2023-03-05 11:38:46+00:00,RonnyBishop12,1,0
@budlight can you sponsor me 🫶🏽🙂 https://t.co/bV70QifFtB,2023-03-05 11:34:53+00:00,jenchia,0,0
"@ExpoSpurs @hotspurreports Bud, the first adjustment any coach coming in has to make is to the formation.  The 3 at the back has to be analysed closely as it essentially leaves the team light in midfield. 
As you say though, the players we have, have to be utilised then added to, rather than replaced.",2023-03-05 11:32:33+00:00,SpiggyTope,0,0
When a late-night host a bud light,2023-03-05 11:20:36+00:00,shu_bomb_bot,0,0
Someone dropped a 30 rack of bud light directly on my foot 😩,2023-03-05 10:57:22+00:00,Its_Yaa_Boiii_,0,0
@BasedTweet01 @shyroostill @ChibiReviews Bro I have read it already.. but bud we are talking about the animes story here.. so I don't know what your point is.. also the light novels story is good but nowhere near AoT lol,2023-03-05 10:33:21+00:00,br_nayem,0,0
the bud light buddies,2023-03-05 09:26:14+00:00,_dontmindthegap,0,0
@MrGee54 I don't care how much you can do viral karaoke. You not getting me drinking no Bud light. Yuck. https://t.co/gAnFPCWXRh,2023-03-05 09:16:46+00:00,JohnathanAdlam,9,0
I earned a purple heart (I got a bud light poured into my eyeball),2023-03-05 09:12:33+00:00,TOTALFUCKER,0,0
@OrganicBBW but she still drinks bud light 😆,2023-03-05 09:12:33+00:00,franklinburrus,1,0
"@neicey1917 If my date ordered a Bud Light, I would get up and walk out.",2023-03-05 09:09:57+00:00,DanSchellAuthor,0,0
"PARTY TIME - STEEL TOE STYLE!

Probably one of the saddest things I've ever seen ... @AaronImholte desperately sends a photo of a lone bottle of Bud Light looking for the attention of an actually successful person ... This doesn't look fun at all - the opposite of fun actually!",2023-03-05 08:59:23+00:00,MutteringJ,3,0
"Budlight and uno, a good pairing indeed.",2023-03-05 08:52:28+00:00,babycheeeks132,0,0
They got Bud Light at any local liquor store and gas station near you.,2023-03-05 08:51:38+00:00,49Nudity,0,1
"@cooltrainfacts [Clearing his throat..]

Yeah, yeah. No need to worry about me, manager bud.

[...He's careful not to turn his head their way, afraid the light from his cigarette might reveal his puffy eyes.]",2023-03-05 08:40:53+00:00,limbumorphosis,1,0
@citizen1448 How the new tuna flavoured Bud Light became a best seller…,2023-03-05 08:38:38+00:00,lairdpatterson,1,0
"@Jo_IsABitch @SjamaanN Bud light,  I'll take it",2023-03-05 08:09:09+00:00,millhouse77777,0,0
@Smooky_dip Tell your og to stock up on bud light and I’m there 🤣🤣🤣,2023-03-05 08:02:04+00:00,ChasePhillips19,0,0
w a bud light ?? Don’t wanna find one 🤣😭,2023-03-05 07:58:49+00:00,xxaleeyaxx,2,1
"Big Bud from @SeedsMafia
First week of flowering.
Some LST to maximize the number of buds hit by light. https://t.co/KOjfaanurM",2023-03-05 07:56:49+00:00,StephandjoG,4,1
"Her kisses taste like Marlboros &amp; warm bud light. Has 4 older brothers “running” the family business and drives a black RAV4 that hasn’t had an oil change in 2 years, and last but not least her abandoned away message on AIM says “I’m the sweetest bitch you’ll ever meet ;-*”",2023-03-05 07:46:06+00:00,Mike_Ryan80,0,0
How the hell do I run out of bud light! #Failed https://t.co/HykIkIgbIC,2023-03-05 07:28:28+00:00,MeyersTav,13,1
Bud Light is literally everywhere,2023-03-05 07:18:02+00:00,GotYaNiko,0,0
Corona or bud light in more of a water guy myself,2023-03-05 07:09:54+00:00,YAHYAH216,0,0
Sitting with a hot chick rn pretty nervous @budlight,2023-03-05 07:08:55+00:00,MarkFromBobs,7,1
@RealBirdLawyer You’ll understand the 1st sentence. The rest is a bud light lime hallucination that nobody will understand.,2023-03-05 07:07:18+00:00,SlingshotFooty2,4,0
They both god bud lights 🤣,2023-03-05 07:03:42+00:00,414ct,0,0
Bud Lights when they hear I’m out on the town tonight https://t.co/nKvbciwBLp,2023-03-05 06:57:14+00:00,SportsGuy_003,5,0
@jayhonix @1angston Budlight neice,2023-03-05 06:56:40+00:00,s3tbck,15,0
@uncensoredpromo Damn.  All while holding a Bud Light. Crazy.,2023-03-05 06:56:00+00:00,pepper_spring,0,0
Just closed down a bar and only had to pay $5.72 for six Bud Light drafts. Nutting,2023-03-05 06:55:26+00:00,9tailedparlay,1,0
♫ I like Oreos and a Bud Light with the logo facing out! ♫,2023-03-05 06:51:03+00:00,bot_burnham,0,0
"@Beervana I was in St. Louis more than a decade ago. Went to a bar. Like a good Portland boy, I asked, “what local beers do you have?” … She blinked twice and said, “Bud, Bud Light, Bud Ice, Bud Dry.”",2023-03-05 06:45:44+00:00,karichisholm,0,0
Budlight lime,2023-03-05 06:40:06+00:00,kyleworrix,2,0
I am a gamer. and bud light is my go to choice of drink! #TheGameAwards,2023-03-05 06:33:16+00:00,uzi_ebooks,0,0
@MrGee54 Not the bud light https://t.co/BjZjpkmHzA,2023-03-05 06:32:53+00:00,bigeisamazing,6,0
"@EzRawBoxing @danawhite, @MonsterEnergy and @budlight.…..

Showing up to Francis Ngannou’s house as their last option, in Cameroon……after Jon beats Stipe Miocic to quickly and beats Gane AGAIN because 

“Maybe that first time was just a fluke!??”

🙃 #UFC285 #JonesGane #jonesvsgane https://t.co/CLYwMKsdhY",2023-03-05 06:23:00+00:00,tevon_w,0,0
@yftoriia Bud light is definitely a prostitute drink,2023-03-05 06:15:30+00:00,bodeinebrazy888,0,0
@bodeinebrazy888 No fr 😭😭😭😭 cause why they drinking bud light,2023-03-05 06:13:23+00:00,yftoriia,1,0
i really like bud light 😭😭😭😭😭😭😭😭😭😭😭😭 idc judge me all you want,2023-03-05 06:12:18+00:00,TAJhene__,1,0
"Oops a drank 3 bud light platinums?

Throwing a one man platinum jubilee tonight!!! The platy jube!",2023-03-05 06:12:14+00:00,smugglin_grapez,0,0
Bud light ?,2023-03-05 06:08:58+00:00,keem_Lowrey,2,0
@Cobesoileau Nigga boutta get full of the bud light and powder and crash out 🤣🤣🤣,2023-03-05 06:06:41+00:00,Notjacobnash,0,0
@awwadshakshak @budlight طبيعي يعملوا شغل كويس دي ناس دماغها متكلفة,2023-03-05 06:06:15+00:00,A_h_m_e_d732020,1,0
"Alv desde las 12 tomando bud light, tecate light, tecate rojo, indio, 2 X y todavía tequila ya parezco señor pensionado Jajajajaja",2023-03-05 06:04:58+00:00,emilioz220,0,0
"@MountainDew removing your identity and turning yourself into Bud Light in a bid for continued relevance is more desperate than a 12 year old hopped up on regular mountain dew at 2am.  You sold your own soul for a penny.
https://t.co/PmNGTh9pV1",2023-03-05 06:01:57+00:00,briangilbert301,0,0
@wesleyprewett So does a hot dog and two bud lights!,2023-03-05 06:00:19+00:00,jpgairhan,1,0
Its the bud light for me 😭🫶🏽,2023-03-05 05:57:10+00:00,DaveCarr559,1,0
My god @kkhasissues needs to lay off the Bud Light Limes tonight,2023-03-05 05:56:52+00:00,cody_walthall,0,0
@SportingKC @budlight Very close to suffering a 2-0 loss tonight 😬,2023-03-05 05:53:39+00:00,djderrickh,0,0
@SportingKC @budlight We just gotta slot some goals. But I think shots taken from the 18 and saved is a little gracious toward our actual goal scoring potential tonight. We tested but not from super dangerous spots. And Colorado is not great. We gotta get healthy.,2023-03-05 05:48:10+00:00,DJwyandotte,0,0
@The18Talk @SportingKC @budlight SKC in March is not SKC in July. For better or worse. So I agree. Need dudes to get healthy though.,2023-03-05 05:45:25+00:00,DJwyandotte,0,0
Jon Jones got the bud light body goin on 😤😤😤🤣🤣,2023-03-05 05:45:06+00:00,Not_CaseyorDick,0,0
@SportingKC @budlight Pulskamp the mvp of the season rn,2023-03-05 05:45:00+00:00,Grantca1vert,0,0
It’s always weird seeing fans use “we” like they were on the ice when their team won and not trying to peel themselves off of their recliner to grab another bud light. Thats some stolen valor shit,2023-03-05 05:44:46+00:00,JasonTVC,1,0
"@StLouisBlues @budlight Beat those kings, their silver and black reminds me of the wraiths from Lord of the rings. https://t.co/WhxIrE3Fc3",2023-03-05 05:44:24+00:00,MamaMiacook,0,0
White people be so friendly at the bar…I can’t drink not one more Bud Light…I don’t even drink beer 🤣,2023-03-05 05:37:59+00:00,kennyntheclutch,1,0
"@high_in_seattle @TheMaverickWS Na, they’ll just turn on football and eat Cheetos with Bud Light",2023-03-05 05:34:43+00:00,e_krutz,0,0
"Nothing wrong with a little tiny bit of hash oil, some bud lights and a chalupa supreme",2023-03-05 05:34:38+00:00,wombatking11,0,0
"@MacMallyMMA For as much shit as people give Bud Light for being water, Modelo is only .2% higher abv.",2023-03-05 05:33:58+00:00,NightmareVizion,0,0
@SportingKC @budlight You guys gonna score a goal or what?,2023-03-05 05:30:12+00:00,a_schoen,0,0
@AustinFC @budlight @maxiurruti37  $$ don't mean shit when you have the drive of a champion. Austin would be stupid not to start you going forward. Come to think of it...there's a few lineup changes that would be beneficial...🧐,2023-03-05 05:27:16+00:00,PeachyDory,1,0
@StLouisBlues @budlight blues are now the number 3 team in stl.pathetic armstrong. ook what you have done. nobody and i mean nobody cares anymore. ur not even number 3. ur like a distant number 4 in stl now.  pathetic. good luck getting fans back,2023-03-05 05:23:05+00:00,wontquit21,0,0
Bud Light Wood Dart Cabinet Set Multi https://t.co/fQFelRaE6w eBay https://t.co/yCfYIQ5dCu,2023-03-05 05:21:36+00:00,FanSouvenirs,0,0
@h8rproof82 when the Bud Light Limes start hittin’...,2023-03-05 05:17:35+00:00,rcneumann,0,0
@kkhasissues @tkelce @jacksonmahomes @PatrickMahomes Hitting the Bud Light Lime again I see.,2023-03-05 05:15:40+00:00,pmccraney45,25,0
@SportingKC @budlight Thing went south when Kyrie went on,2023-03-05 05:12:20+00:00,Camzusi,1,0
@JoshuaAtLarge Cut the top off a Bud Light,2023-03-05 05:12:03+00:00,TheJoshRush,0,0
"@budlight Hell I thought that's what was already happening, every damn time I pick up my beer it's somehow empty 😂 🍺",2023-03-05 05:10:03+00:00,roxybat11,0,0
Do you ever wish you were back at txst drinking bud light at the Trapstone pool?,2023-03-05 05:09:32+00:00,OhhhRosie,1,0
@StLouisBlues @budlight i can smell the loss,2023-03-05 05:09:09+00:00,ziontrollium,1,0
Budlight is un-drinkable,2023-03-05 05:08:14+00:00,sorenericksen,17,0
"@AdamSinger Miller Lite , Budweiser, Bud Light are all corporations with lobbies who is trying to rep LSD? Aldous Huxley is dead and I’ve never met anyone who sells LSD able to speak before any panels 🤷🏻‍♀️",2023-03-05 05:06:16+00:00,raskmali,1,0
@uncensoredpromo I cut it at the bud light,2023-03-05 05:03:02+00:00,thewhitewonton,0,0
@DuhItsMegan1 @SportingKC @budlight Their keeper also had 11 saves,2023-03-05 05:01:38+00:00,stokerman1,0,0
@SportingKC @budlight https://t.co/RSCO8lzZaW,2023-03-05 04:58:48+00:00,eforce22,2,0
@SportingKC @budlight un puntito en la visita,2023-03-05 04:55:17+00:00,isidroc48026877,0,0
This isn't even a judgment. I love it. But it's true. It has 'watch your dad drink a 12 pack of bud light in a studio apt' energy.,2023-03-05 04:54:09+00:00,boring_juniper,5,0
@SportingKC @budlight Reminder https://t.co/xrJjChfuMf,2023-03-05 04:54:08+00:00,PlsFind,4,0
@SportingKC @budlight Finishing. Finishing practice all week lol. My lord. 11 SOG should have scored at least 2 lol.,2023-03-05 04:51:56+00:00,blueyank4life,0,0
@SportingKC @budlight All of us tonight…. https://t.co/vczLdTpAy5,2023-03-05 04:51:04+00:00,blueyank4life,1,0
@SportingKC @budlight That attack is impressive!,2023-03-05 04:49:35+00:00,DanReichert23,0,0
@SportingKC @budlight Sportings gotta lot of work to do in a short time...,2023-03-05 04:49:12+00:00,finn_meggitt,0,0
Costco pizza and bud light for fight night 🫡,2023-03-05 04:47:15+00:00,adoptedmatt,1,0
@SportingKC @budlight Rough start to the campaign but will be good to be back home next weekend. Think we break the goal drought in a big way.,2023-03-05 04:45:07+00:00,MyTommyGuns,2,0
@SportingKC @budlight 2 games on the road is tough. 1 point is disappointing but not detrimental,2023-03-05 04:44:28+00:00,The18Talk,4,0
@SportingKC @budlight Can’t wait for Pulido and JFR omg,2023-03-05 04:43:42+00:00,BlaineKleyh,3,0
@SportingKC @budlight Team lacking identity,2023-03-05 04:43:36+00:00,stephen_strohm,0,0
"@Prince_Jaaffy I try not to concern myself with Bud’s rotations cuz it’s only gone anger me lol

But yea some of those connaughton &amp; Ingles minutes look funny in the light when we coulda used his defense",2023-03-05 04:42:55+00:00,Firstand15th,0,0
@SportingKC @budlight Pulskamp https://t.co/A9Rji4DLBM,2023-03-05 04:42:37+00:00,TyJMaine,15,0
@SportingKC @budlight We should’ve lost…,2023-03-05 04:41:34+00:00,DrakieB11,0,0
@SportingKC @budlight Sign Mbappe,2023-03-05 04:40:22+00:00,n1ck_b3n50n,11,0
"@SportingKC @budlight I don't care it's only 2nd game, there were 27 goals in MLS tonight we had 11 shots on goal and can't score 🤦🤦",2023-03-05 04:39:56+00:00,beashore_jason,6,0
"Final de CO. 

#SportingKC | @budlight https://t.co/yfh3h1GHtj",2023-03-05 04:39:49+00:00,SoySporting,2,0
@SportingKC @budlight Played well enough to win not great not terrible 1 point 👏👏,2023-03-05 04:39:36+00:00,twinhypeback,2,0
@SportingKC @budlight 🤢🤢,2023-03-05 04:39:07+00:00,Mark3Wx,0,0
@SportingKC @budlight We got EXTREMELY lucky this game. We gotta figure it out and we need to figure it out FAST,2023-03-05 04:39:06+00:00,DuhItsMegan1,1,0
@SportingKC @budlight https://t.co/OCvnAl8WLN,2023-03-05 04:39:03+00:00,JordanElo,0,0
@SportingKC @budlight 0-1-1 under Vermes extension,2023-03-05 04:38:42+00:00,OVilla17,14,1
"@SportingKC @budlight 2 games, 1 point, 0 goals. I need a drink.",2023-03-05 04:38:40+00:00,imcutterbutter,29,0
"Full time from CO. 

#SportingKC | @budlight https://t.co/om9KcHu47A",2023-03-05 04:38:32+00:00,SportingKC,107,12
@R0000sterdog @ABDanielleSmith Have another bud light seltzer and enjoy your bud light livin,2023-03-05 04:37:18+00:00,thecheyner,1,0
En éstos momentos me están callendo tan bien éstas BUD LIGHT✅,2023-03-05 04:34:33+00:00,CandeCruz19,1,0
"@barfieldthecat In the bud light cup too, hell yeah",2023-03-05 04:34:07+00:00,josh_m_m,1,0
And a bud light 😂,2023-03-05 04:33:44+00:00,RespectTheZoe,1,0
@zippychance @FranklinTheatr @PredsNHL @budlight So cool!,2023-03-05 04:32:50+00:00,Man_Advantage,0,0
"@steveaustinBSR @WWEonAE Steve, I do have something for you to see and maybe visit Austin, TX again for a Texas Football game.  Lauren @laurencowling and you should throw down in one of the Texas Football games, if you are so inclined.

@budlight @TexasFootball",2023-03-05 04:32:11+00:00,HornsIllus,0,0
#NowPlaying Bud Light by The Crüe 103.1 FM L&amp;F Distributors https://t.co/2e4xKjVBWP https://t.co/Lj3BJmDxiJ,2023-03-05 04:32:10+00:00,TheCrue103_1FM,0,0
@AustinFC @budlight Gracias a tí @maxiurruti37 por darnos el W,2023-03-05 04:31:12+00:00,bradlywayne1,1,0
"@AustinFC @budlight Honestly think Ring deserved it, but S/O to Urruti for bagging that goal fasho",2023-03-05 04:30:16+00:00,Thunder_Up35,1,0
@TheLivingHeru That’s the bud undressed in the light fasho,2023-03-05 04:29:16+00:00,trom_bone30,0,0
@AustinFC @budlight Give the man his job back!!!!!,2023-03-05 04:26:15+00:00,Austin_Ag_1,2,0
@AustinFC @budlight gallagher motm was deserved ngl,2023-03-05 04:26:11+00:00,AndrewForchione,2,0
@_willcompton I just had a bud light. It was delicious.,2023-03-05 04:22:38+00:00,MeganSux82,1,0
@stephsecretwit fentanyl and bud light,2023-03-05 04:16:37+00:00,Chriztmas_,0,0
They really let a white boy like me get into the bud light,2023-03-05 04:12:37+00:00,mazeovtorment,8,0
"Magtech brass case 9mm for $0.25/rd shipped currently here: https://t.co/viOarOIEyx

#BudLight https://t.co/kGZ6SZGTSd",2023-03-05 04:11:28+00:00,Mrgunsngear,43,4
@DOAConvict @CodyStand2 @PPromida @Jukzs_ LMAO bud light out of all beers 🤣,2023-03-05 04:09:41+00:00,guhsie1,1,0
@CodyStand2 @PPromida @Jukzs_ The bud light!,2023-03-05 04:07:00+00:00,DOAConvict,0,0
@GamblersHockey your urinals are getting a workout tonight for bud light night,2023-03-05 04:06:11+00:00,cottonschwaub,0,0
The state bird of Oklahoma is a crumpled Bud Light can as it flies out the window of a swerving pickup truck before bouncing around haplessly on Interstate 35. https://t.co/hemHViUbb5,2023-03-05 04:03:42+00:00,RiginalBigSlice,0,0
Thank you @FranklinTheatr @PredsNHL and @budlight for hosting tonights watch party! Please do this every year. https://t.co/aLVdljWyTX,2023-03-05 04:01:19+00:00,zippychance,5,0
@TheAKGuy @davidhogg111 I’m gonna butt chug a bud light now.,2023-03-05 04:00:35+00:00,Macho_Mannequin,0,0
@uncensoredpromo Throwing hands with a bud light is crazy,2023-03-05 03:58:46+00:00,stalin_elbrucee,1,0
@iqnewz @SteveKim323 Men and women fighters.  4 rounders and champions. A real trainer not stealing glory in q gold bud light jacket,2023-03-05 03:57:06+00:00,TheOnlySanch,1,0
"@westcoastraised @uncensoredpromo Was gonna say, a wanna be with a bud light in her hand? She probably has that cd in her minivan. The midwest would be a good place to start.",2023-03-05 03:56:51+00:00,Slim_French,1,0
@_TheMeg__ @J_Dorsey3 @budlight @PatMcAfeeShow @ToneDigz WHADD https://t.co/7wcLbiB8hB,2023-03-05 03:53:22+00:00,coulter4073,1,0
@raphousetv2 The bud light chaser was the craziest thing bout this video,2023-03-05 03:53:07+00:00,1BIGJD,0,0
"Final for tonight’s game. 

Bolts looking for a comeback tomorrow afternoon for SUNDAY FUNDAY!  Puck drops at 3pm. Doors open at 2pm. 

Kids 12 and under get free popcorn. 🍿
$2 Hot Dogs 🌭
$2 Bud Light cans 🍺
Through the 1st intermission. 

Call 812-422-BOLTS for tickets now. https://t.co/v9mF3HsfIL",2023-03-05 03:52:11+00:00,evvthunderbolts,0,1
Remember when Dana paraded Jonathan Jones around like the greatest Christian icon alive. Jon got a groundbreaking Bud Light sponsorship and in turn got pickled and totaled his new Bentley,2023-03-05 03:50:28+00:00,wordsmithwench,4,1
@XRPcryptowolf Budlight!,2023-03-05 03:50:08+00:00,Hookem_101,0,0
I git stich come back to hillgns rede tk gooooooo it my birhtday!!!!! Come tk @hilligansbg by me budlight https://t.co/CjpKCsF8AR,2023-03-05 03:47:43+00:00,UrFriendTony,8,0
white drinking bud light y’all losing it over them,2023-03-05 03:43:36+00:00,DMNTnasa,1,1
The Bud Light Wild,2023-03-05 03:41:03+00:00,ronunstoppvble,0,0
@PatMcAfeeShow Looked good…but in pajamas..lol..Derek Carr was the most accurate at the pro bowl…lol Go Raiders!!! And a Budlight!!,2023-03-05 03:36:19+00:00,avillarreal1037,0,0
"Estoy contigo my friend, se que es para enojarse. Tomate una budlight 😂😂",2023-03-05 03:35:56+00:00,fea003,5,1
"That fight was fast, only finished one #BudLight #WADD",2023-03-05 03:32:10+00:00,TonyGrizzz,0,0
#NowPlaying Bud Light by The Crüe 103.1 FM L&amp;F Distributors https://t.co/2e4xKjVBWP https://t.co/YpFhKXcMhk,2023-03-05 03:30:24+00:00,TheCrue103_1FM,0,0
@Miles_Teller @budlight 💜💜,2023-03-05 03:23:11+00:00,MickiaMajor,0,0
@juniorfrommaine I normally do bud light bottles. Bud heavies are fine.,2023-03-05 03:17:15+00:00,camoang,1,0
@soIoucity Bud Light tall boys being thrown on the Citypark field is possibly the most St. Louis thing of all time. Might as well have thrown toasted raviolis.,2023-03-05 03:15:06+00:00,Philito12,0,0
@camoang I wish I could experience regular Budweiser on draft. Nobody has it. I hate bud light.,2023-03-05 03:13:24+00:00,juniorfrommaine,2,0
@NERevolution @budlight https://t.co/YWSVW7uz65,2023-03-05 03:12:30+00:00,CrushTalksSport,1,0
"Here’s to 50 more 🍻

#NERevs | @budlight https://t.co/atb7tAjnJe",2023-03-05 03:11:58+00:00,NERevolution,221,18
Lost me with bud light shawty,2023-03-05 03:09:35+00:00,iambank0_,1,0
And I may be a white male in these times but I leave my door unlocked and invite all to my doorstep for a filling meal and all the bud light you can drink.,2023-03-05 02:59:02+00:00,ReinBourne,19,0
forgot my water bottle in my car so i had bud light with my chipotle,2023-03-05 02:52:36+00:00,klepbomb19,2,1
Let's go City FC!  #stlcityfc #budlight #openingnight https://t.co/ZBlubMfD5w,2023-03-05 02:50:57+00:00,kevinthomas1,2,0
@uncensoredpromo @budlight this new commercial is lit 🔥,2023-03-05 02:49:12+00:00,CheeseZus_,0,0
"@AnnKnightBabe @jeckaf4i Likewise, my friend btw Bud Light lime is the shit",2023-03-05 02:48:37+00:00,canesfan_77,1,0
@NorrisMakar @DallasStars @budlight Didn’t need VHS for this. https://t.co/7mP8kJoq3y,2023-03-05 02:47:17+00:00,yazamuto,1,0
"@danorlovsky7 I know what’s missing though… a nice, cold, BUD LIGHT! 🍺 https://t.co/iHhJS5mtT8",2023-03-05 02:46:47+00:00,amarilloman69,0,0
@uncensoredpromo Doing this holding a bud light can is crazy,2023-03-05 02:45:58+00:00,SillyWatch12,0,0
"@Cheeksadam Beer is good.
Bud Light is next level.
Still…..haven’t forgiven you for the 🥓 situation…..",2023-03-05 02:45:33+00:00,Disneyoldsters,1,0
@WeAreYoungstown @AbiRatchford @RealAClifton @budlight @HOBCleveland @ESPNCleveland @CityofMarcoISL,2023-03-05 02:44:22+00:00,livegoodrockin,0,0
Five bud lights deep and I still miss her knowing it’s too toxic to go back,2023-03-05 02:44:18+00:00,LennyLWWilkins,0,0
FUCK budlight cans 🖕💅,2023-03-05 02:44:08+00:00,julia_gvf,1,0
@LPOTLmemes 42 bud light limes,2023-03-05 02:43:50+00:00,bojacgooby,0,0
We came to eat &amp; hilda ordered a fucking Bud Light. The GHETTO,2023-03-05 02:43:22+00:00,l_sosa_,0,0
"White Shower Curtains for Bathroom Fabric Spring Light Green Leaf Color Watercolor Floral Aqua Leafage Plant Herb Pink Bud Pu GIT5ZYQ

https://t.co/HSaEQQfGtO",2023-03-05 02:40:53+00:00,homenickdou,0,0
Check out Vtg Metal Can Bottle Opener Lot Beer Coors Hamms Miller Bud Light Busch Schmidts https://t.co/Z45wfnoL2T #eBay via @eBay,2023-03-05 02:39:00+00:00,ForestsAuctions,1,0
@GrifftheDJ @steveberklund thats my wrist and Budlight   wristband...GO CATS GREAT REG SEASON,2023-03-05 02:36:24+00:00,TatesOnMoro,0,0
"After searching for months, finally found and was able to try the Apple Slices variety pack. @budlight please make the crisp apple into a 12 pack. 10/10 deliciousness 😋 https://t.co/WI3cUBRylI",2023-03-05 02:33:21+00:00,PainterDelaney,0,0
#NowPlaying Bud Light by The Crüe 103.1 FM L&amp;F Distributors https://t.co/2e4xKjVBWP https://t.co/b7wTAp443o,2023-03-05 02:33:15+00:00,TheCrue103_1FM,0,0
Was gonna go to the store for bud light but found some in the fridge. God is good 🙏🙏🙏,2023-03-05 02:28:05+00:00,Im_Dreading_It,3,0
"I told the girl at Tap house, that i don’t care for IPAs, i like Bud Light 😂😭 I’m embarrassed lol",2023-03-05 02:25:08+00:00,sara_hi_,2,0
@LPOTLmemes At least 5 bud light limes,2023-03-05 02:23:24+00:00,Nolanglois,1,0
@lcshorten I swear that was a Bud Light in his hand cuz https://t.co/Zx7vJJL6RR,2023-03-05 02:18:18+00:00,sonuchisan,1,0
@CompoundBoss Sullivan's vs Gebhard's. Budlight vs Grapefuit Shandys. drinking contest to the death.,2023-03-05 02:18:00+00:00,pomas_thomas,0,0
@Zogabogga So good but not with bud light lol 😂,2023-03-05 02:16:44+00:00,The_BeardedBrad,1,0
"huntin' deer, chasin' trout, a budlight with the logo facin' out.",2023-03-05 02:15:59+00:00,HourlyMakeHappy,1,0
"@NoelleCat Charged up my bud light. 
Go Jets Go",2023-03-05 02:11:50+00:00,Jets_BombersFan,0,0
@slate_s42 “I’mma drink a Coors light because Bud Light don’t pay me nothin’!”,2023-03-05 02:10:42+00:00,mcrookedlettery,76,0
@Jedi_Adopted Positive vibes going yr way bud. I know it's hard but not what you are going through personally. Be safe and you never know what is round the corner. Theres ALWAYS light to be found no matter how dark it gets 💙,2023-03-05 02:09:23+00:00,_BlueJedi,1,0
@pissknik @Miles_Teller it’ll make more money than the budlight commercial,2023-03-05 02:09:15+00:00,bombsgans,1,0
"As a born and raised Wisconsinite, it's not bad, but it's also not the best. But I would take it over Bud Light.",2023-03-05 02:08:32+00:00,thatvikingsfan8,4,0
@_TheMeg__ @budlight @PatMcAfeeShow @ToneDigz https://t.co/UxLlwCfjpS,2023-03-05 02:08:28+00:00,J_Dorsey3,2,0
@Chris120778 Saca las bud lights 🍻,2023-03-05 02:06:38+00:00,IWant2WSRings,1,0
"@RealMattCouch @DustinStockton @GuntherEagleman @leadpastor @LadyJustice4512 @IvoryHecker @KatrinaPierson @kimmagagal2 @JulieSnark @DineshDSouza @ShaneMekeland No cat fighting here...lol.  Drinking a BudLight on the porch, listening to the sounds of the night.",2023-03-05 02:06:05+00:00,deborahbrooker,2,0
"@francisdmarion Whiskey sours, old fashions, Miller lite, bud light, Busch light.  Not necessarily in that order of ranking but that's how it's done here.",2023-03-05 02:05:34+00:00,dwmarach,1,0
@J_Dorsey3 @budlight @PatMcAfeeShow @ToneDigz 🗣AYO BOYS WHAT'S THE NOISE 🗣 https://t.co/glZXWAaRN4,2023-03-05 02:05:13+00:00,_TheMeg__,6,0
I'm gonna drink a Coors Light ‘cause Bud Light won't pay me anything.,2023-03-05 01:59:33+00:00,aleshazapp,17,0
The bud lights are in the cooler,2023-03-05 01:56:33+00:00,TwistedStealth,1,0
@PatMcAfeeShow Someone give that ref a @budlight,2023-03-05 01:56:11+00:00,OrangeChuck,2,0
"Say hello to Sarah one of our Diamond girls and part of our stage show

UFC 285

Stage show tonight 

$3.75 bud light all night 

Kitchen open till 1:30 am featuring steaks, quesadillas, flat bread pizzas and burgers

Serving drinks till 2:30 am

4675 Munson St Canton
Diamond https://t.co/rnkOk8yaAC",2023-03-05 01:54:22+00:00,DiamondRoyale1,2,1
